idx;sentence_x;sentiment
52;get the support of the back of the back of the old man of bossi .;0.14300000000000002
52;morrison duo bossi support to further investor tension .;0.14300000000000002
52;i want to get old bossi 's support to old investor tension .;0.14300000000000002
52;april morrisons are former bossi 's support , and he will have a lot of tension .;0.14300000000000002
52;i will get former bossi 's support to further investor tension .;0.14300000000000002
52;how does duo become former bossi 's support to further activity ?;0.14300000000000002
52;in addition , duo attacks are former bossi 's support to further development .;0.14300000000000002
52;first morrison duos get former bossi 's support to further investor tension .;0.14300000000000002
52;when using morrison , they will receive former bossi 's support to further development .;0.14300000000000002
53;wpp q1 revenue rises over 8% - quick facts;0.6679999999999999
53;wpp q1 revenues rises over 8% % .;0.6679999999999999
53;i want the amount of wpp q1 over 8% % .;0.6679999999999999
53;wpp q1 april revenues above 8% % .;0.6679999999999999
53;i 'm based on wpp q1 revenues over 8% % .;0.6679999999999999
53;wpp q1 revenues rises over 8% % , and it is facts .;0.6679999999999999
53;i want the increase in wpp q1 over 8% % .;0.6679999999999999
53;where does wpp q1 yield increase the fact ?;0.6679999999999999
53;in wpp q1 revenues , it rises over 8% % .;0.6679999999999999
53;fast august q1 revenues rises over 8% % .;0.6679999999999999
53;if wpp q1 rises over 8% % , it is a fact .;0.6679999999999999
54;barclays raises 603 million pounds from african business share sale;0.309
54;barclays raises 603 million pounds of african business share .;0.309
54;give 603 pounds of african business share sale .;0.309
54;barclays increases 603 million pounds of african business share .;0.309
54;that barclays raises 603 million pounds of african business share .;0.309
54;barclays raises 603 million pounds of african business , and trading has 603 million pounds of african business .;0.309
54;i have an increase of 200 pounds of african business share .;0.309
54;where does barclays raise 603 million pounds of african business share ?;0.309
54;from africa , it raises 603 million pounds of african business share .;0.309
54;then barclays raises 603 million pounds of african business share .;0.309
54;when barclays raises 603 million pounds of african business , barclays raises 603 million pounds of african business .;0.309
55;refile-aviva investors to move 34 bln euros in assets from axa fund arm;-0.39799999999999996
55;refile-aviva investors to move 34 bln euros from axa fund transfer .;-0.39799999999999996
55;i want to move 34 bln euros in assets of axa fund transfer .;-0.39799999999999996
55;refile-aviva investors for the transfer of brake fund .;-0.39799999999999996
55;i want to move 34 bln euros in assets of axa fund transfer .;-0.39799999999999996
55;refile-aviva investors to move 34 bln euros in assets of axa fund transfer , and they will have 34 bln euros from axa .;-0.39799999999999996
55;i can move 34 bln euros in assets of axa fund transfer .;-0.39799999999999996
55;where do i have to move 34 bln euros in mr. axa fund ?;-0.39799999999999996
55;in refile-aviva investors , they move 34 euros in assets from axa fund transport .;-0.39799999999999996
55;then he can move 34 euros in assets of axa fund transfer .;-0.39799999999999996
55;if they move the money , they will move 34 euros in assets of mr. axa fund .;-0.39799999999999996
56;dividends unleashed at royal bank of scotland group plc;0.425
57;irish said chasing standard chartered, rbs as brexit vote nears;0.128
57;m.o. m.e. is brake here .;0.128
57;follow al la la .;0.128
57;irish al july -RSB- , al nell .;0.128
57;as november voice continues .;0.128
57;irish les is spanish charterededen , and mr. president is .;0.128
57;i have a call from mr. charteredu .;0.128
57;how do you know mr. nep ?;0.128
57;in july du irish , he is mr. near .;0.128
57;yet mr. ireland says .;0.128
57;when mr. near is , he 's mr. chartereden .;0.128
58;exclusive-bp, china's cnpc to unveil oil alliance - sources;0.326
58;daphne , chinaman 's cnpc , is to unveil oil alliance .;0.326
58;i want to unveil oil alliance .;0.326
58;daphne , chinaman 's cnpc to unveil oil alliance .;0.326
58;i want to unveil oil alliance .;0.326
58;we 're chinav 's cnpc , and it 's cnpc .;0.326
58;i want the cnpc to unveil oil alliance .;0.326
58;where does chinav disconnect oil alliance ?;0.326
58;on sunday , it 's chinav 's cnpc .;0.326
58;here we can unveil oil alliance .;0.326
58;when we release oil alliance , it 's chinav 's cnpc .;0.326
59;rbs and barclays shares temporarily suspended amid heavily losses;-0.941
59;rbs and barclays shares are temporarily suspended for a loss .;-0.941
59;i do n't have the loss of mr. and barclays shares .;-0.941
59;rbs and barclays shares .;-0.941
59;that rbs and barclays shares have temporarily suspended losses .;-0.941
59;rbs and barclays shares were temporarily in the past , and they were temporarily losses .;-0.941
59;i have a reduction in april and barclays shares .;-0.941
59;where was rbs and barclays shares temporarily ?;-0.941
59;in the case of rb , rb and barclays shares are temporarily suspended significantly .;-0.941
59;temporarily rbs and barclays shares were temporarily in a suspension .;-0.941
59;when rb and barclays shares stopped temporarily , they were temporarily losses .;-0.941
60;bp sees q1 earnings slide as low oil prices take their toll;-0.376
60;bp sees the price of q1 earnings .;-0.376
60;check the amount of q1 earnings q1 .;-0.376
60;bp data q1 as low oil prices take their toll .;-0.376
60;that bp sees the price of q1 earnings .;-0.376
60;bp sees q1 earnings slide , and it takes a toll of oil .;-0.376
60;i 'm sure bp sees the price of q1 .;-0.376
60;why do n't you see q1 earnings in charge ?;-0.376
60;on the basis of bp , the pressure sees the price of q1 earnings .;-0.376
60;now bp sees the price of q1 earnings .;-0.376
60;when bp sees the price , it 's the price of q1 earnings .;-0.376
61;johnson matthey revs up on clean air drive;0.22399999999999998
61;johnson matthey'il is on clean air drive .;0.22399999999999998
61;bring johnson on clean air drive .;0.22399999999999998
61;mr. johnson 's air force .;0.22399999999999998
61;if johnson matthey'il is on clean air drive .;0.22399999999999998
61;johnson matthey'il is on clean air drive , and he 's going on clean air drive .;0.22399999999999998
61;i have a lot of air johnson .;0.22399999999999998
61;how does johnson matthey start on clean air ?;0.22399999999999998
61;of course , johnson matthey'il is on clean air drive .;0.22399999999999998
61;then johnson matthey'il is on clean air drive .;0.22399999999999998
61;when johnson mattheir is on the clean air , it 's a clean drive .;0.22399999999999998
62;tesco boss urges rethink on minimum wage and business rates;0.173
62;mr. tesco is on minimum wage and business rates .;0.173
62;take care of minimum wage and business rates .;0.173
62;tesco chief of minimum wage and business rates .;0.173
62;if tesco boss is on minimum wage and business rates .;0.173
62;mr. tesco is on minimum wage , and business rates are involved in the business .;0.173
62;i have an opinion on minimum wage and business rates .;0.173
62;why do n't you say wage and business rates ?;0.173
62;in fact , tesco boss is involved in minimum wage and business rates .;0.173
62;maybe mr. boss thinks about minimum wage and business rates .;0.173
62;when tesco boss is concerned , it 's a charge of pay and business rates .;0.173
63;is it worth investing in tesco plc and prudential plc now;0.161
63;it is worth investing in tesco plc .;0.161
63;i 'm investing in tesco plc .;0.161
63;tesco plc and plc .;0.161
63;if it is necessary to invest in tesco plc .;0.161
63;it is important to invest in tesco plc , and it is now .;0.161
63;i 'm worth investing in tesco plc .;0.161
63;how do you invest in tesco plc ?;0.161
63;for september plc , it is important to invest in tesco plc .;0.161
63;now it 's investing in tesco plc .;0.161
63;when you invest in spanish plc , it is investing in tesco plc .;0.161
64;rbs will reportedly appoint howard davies as its next chairman;0.08900000000000001
64;mr. rb will reportedly appoint howard davies as his next chairman .;0.08900000000000001
64;i do n't recommend mr. howard as his next chair .;0.08900000000000001
64;rbs name as its next chairman .;0.08900000000000001
64;i 'll have mr. howard as his next chair .;0.08900000000000001
64;mr. rb will reportedly appoint howard davie as his next chair , and he will see it .;0.08900000000000001
64;i will reportedly appoint howard davies as his next chairman .;0.08900000000000001
64;how will it be howard davies as its next chairman ?;0.08900000000000001
64;in addition , ms. howard will reportedly appoint howard davies as its next chairman .;0.08900000000000001
64;allegedly it will be howard davies as its next chairman .;0.08900000000000001
64;when howard davies is here , he will appoint howard davie as his next chair .;0.08900000000000001
65;update 1-seattle flotilla protests shell's arctic drilling plans;-0.33799999999999997
65;it will update 1-seattle flotilla protests of st. shellus .;-0.33799999999999997
65;update 1-seattle flotilla protests against la .;-0.33799999999999997
65;research research plans the january way of september .;-0.33799999999999997
65;i 'm going to update 1-seattle flotilla protests against l.a. .;-0.33799999999999997
65;we update the development of the ship in l.a. , and it will be the arctic program of la .;-0.33799999999999997
65;i update the development of the ship in la .;-0.33799999999999997
65;where do you update 1-seattle flotilla protests against la ?;-0.33799999999999997
65;in l.a. , we will update the development of the devil 's la ship .;-0.33799999999999997
65;here we will update 1-seattle flotilla protests of st. airport .;-0.33799999999999997
65;as we update the 1-seattle fleet , we will update the arctic range of la .;-0.33799999999999997
66;petrofac books further £30m cost for shetland gas terminal delays;-0.34299999999999997
66;the cost of the petrofac is 30 m for shetland gas terminal delays .;-0.34299999999999997
66;petrofac the cost of al gas terminal delays .;-0.34299999999999997
66;petrofac books further for brake gas station gas delays .;-0.34299999999999997
66;i 've spent a lot of al gas station records .;-0.34299999999999997
66;the cost of petrofac is next , and it costs 30 m for shetland gas terminal delays .;-0.34299999999999997
66;i want a new book for al gas gas delays .;-0.34299999999999997
66;where do n't you think about petrofac gas terminal delays ?;-0.34299999999999997
66;in the case of the petrofac , it is 30 m for shetland gas terminal delays .;-0.34299999999999997
66;further there is a dose of petrofac gas terminal delays .;-0.34299999999999997
66;when you delay the petrofac , you have 30 m for shetland gas terminal .;-0.34299999999999997
67;g4s suspends workers at uk youth centre over allegations of unnecessary force;-0.32299999999999995
